	name	cuisines	rank	nreviews	address	phone	website	score	food	service	value
474	Draken	none	#3.642 de 5.010 restaurantes en Buenos Aires	7 opiniones	Av. Regimiento de Patricios 1090 Esquina Gral. Gregorio Araoz De Lamadrid, Buenos Aires C1265AEQ Argentina	+54 11 3144-7735	https://www.facebook.com/Draken-240819486690246/	ui_bubble_rating bubble_35	none	none	none
475	La Fábrica del Taco	Mexicana, Comida rápida	#3.644 de 5.010 restaurantes en Buenos Aires	11 opiniones	Carlos Calvo 491 Local 9, Buenos Aires 1104 Argentina	+54 9 11 4300-7712	http://lafabricadeltaco.com/	ui_bubble_rating bubble_30	none	none	none
476	Tranquera 51	Café, Parrillada, Parrilla, Bar de vinos, Argentina, Sudamericana	#3.650 de 5.010 restaurantes en Buenos Aires	2 opiniones	Calle Malabia 1379, Buenos Aires C1414DMA Argentina	+54 9 11 4060-8182	https://tranquera51.negocio.site/	ui_bubble_rating bubble_45	none	none	none
477	Frankie 400	Italiana, Argentina, Sudamericana, Café	#3.652 de 5.010 restaurantes en Buenos Aires	22 opiniones	Avenida Corrientes 5400, Buenos Aires C1414AJT Argentina	+54 11 4858-3999	https://frankie-400.com.ar/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
478	Mc Donalds	Desayuno	#3.665 de 5.010 restaurantes en Buenos Aires	30 opiniones	Avenida Del Libertador 3883 Arcos 1 a 14, Buenos Aires C1425ABL Argentina	+54 11 4858-3999	http://www.mcdonalds.com.ar/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
479	Sandwich Point	Almuerzo	#3.666 de 5.010 restaurantes en Buenos Aires	13 opiniones	Viamonte 347, Buenos Aires Argentina	+54 11 4314-2465	https://www.facebook.com/sandwichpoint	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
480	The Wrapée	Almuerzo, Cena, Abierto hasta tarde, Bebidas	#3.668 de 5.010 restaurantes en Buenos Aires	2 opiniones	Bonpland 1955, Palermo Hollywood Between Costa Rica and Nicaragua St, Buenos Aires C1414CMY Argentina	+54 11 4775-0495	none	ui_bubble_rating bubble_45	none	none	none
481	Bowl	Desayuno, Almuerzo, Brunch, Bebidas	#3.681 de 5.010 restaurantes en Buenos Aires	5 opiniones	Calle Adolfo Alsina 1856 Congreso, Buenos Aires C1090AAB Argentina	+54 11 5050-0000	https://www.facebook.com/Bowlbuenosaires/	ui_bubble_rating bubble_50	none	none	none
482	Hölle Cervecería	Pub con cerveza artesanal, Pub	#3.691 de 5.010 restaurantes en Buenos Aires	9 opiniones	Calle Doblas 608, Buenos Aires C1424BLN Argentina	+54 11 5050-0000	https://www.facebook.com/hollecerveceria/	ui_bubble_rating bubble_35	none	none	none
483	Nueva York Bizarre	Bar, Café, Comida rápida, Pub	#3.692 de 5.010 restaurantes en Buenos Aires	4 opiniones	Nueva York 4154, Buenos Aires 1419 Argentina	+54 11 4502-5186	none	ui_bubble_rating bubble_40	none	none	none
484	The Nim Bar	Argentina, Pub con cerveza artesanal, Bar, Sudamericana	#3.694 de 5.010 restaurantes en Buenos Aires	51 opiniones	Calle Defensa 880 San Telmo, Buenos Aires C1065AAP Argentina	5443003205	http://www.thenimbar.com/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
485	Falafel One	none	#3.696 de 5.010 restaurantes en Buenos Aires	8 opiniones	Araoz 587, Buenos Aires 1414 Argentina	5443003205	https://www.facebook.com/FALAFEL-ONE-262512873777897/	ui_bubble_rating bubble_35	none	none	none
486	Forrest Gump	none	#3.703 de 5.010 restaurantes en Buenos Aires	5 opiniones	Avenida Federico Lacroze 2393, Buenos Aires C1426CPI Argentina	+54 11 4772-1490	none	ui_bubble_rating bubble_35	none	none	none
487	PADI café&whisky	Argentina, Sudamericana	#3.711 de 5.010 restaurantes en Buenos Aires	3 opiniones	Avenida Corrientes 1660, Buenos Aires C1042AAP Argentina	+54 11 6320-5306	http://www.facebook.com/mariano.padi	ui_bubble_rating bubble_40	none	none	none
488	Baghdad Las Mil Y Una Noche	Almuerzo, Cena	#3.714 de 5.010 restaurantes en Buenos Aires	7 opiniones	Avenida Corrientes 883 al lado del Teatro Gran Rex, Buenos Aires C1043AAI Argentina	+54 11 4393-4924	none	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_30	ui_bubble_rating bubble_40
489	El Quebracho	Entrega a domicilio, Comida para llevar, Reservas	#3.721 de 5.010 restaurantes en Buenos Aires	28 opiniones	Avenida Corrientes 4390, Buenos Aires C1195AAP Argentina	4861-8788	none	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
490	los amigos	Argentina	#3.744 de 5.010 restaurantes en Buenos Aires	23 opiniones	Calle Mexico 299, Buenos Aires C1097AAE Argentina	+(54)43429156	http://www.losamigosresto.com.ar/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
491	Pinali Gelato	Italiana	#3.757 de 5.010 restaurantes en Buenos Aires	2 opiniones	Avenida Salvador Maria Del Carril 2577, Buenos Aires C1419GZE Argentina	+(54)45723909	https://www.facebook.com/PinaliGelato/	ui_bubble_rating bubble_45	none	none	none
492	Cafe El Tokio	Argentina, Sudamericana	#3.762 de 5.010 restaurantes en Buenos Aires	2 opiniones	Tokio 2085-2099, Buenos Aires C1407DTA Argentina	+(54)45723909	none	ui_bubble_rating bubble_45	none	none	none
493	Catedral Bar	Bar, Pub, Argentina, Sudamericana	#3.766 de 5.010 restaurantes en Buenos Aires	2 opiniones	José Antonio Cabrera 5065, Buenos Aires C1414BGQ Argentina	+54 11 7368-3833	none	ui_bubble_rating bubble_40	none	none	none
494	Saber de Sabor	Argentina, Sudamericana	#3.770 de 5.010 restaurantes en Buenos Aires	2 opiniones	Avenida Jujuy 1913, Buenos Aires C1247ABH Argentina	+54 11 4308-4327	https://www.facebook.com/Saberdesabor	ui_bubble_rating bubble_45	none	none	none
495	CT chocolates	Francesa	#3.771 de 5.010 restaurantes en Buenos Aires	1 opinión	Calle Charcas 4103, Buenos Aires C1425BNG Argentina	+54 9 11 4831-2840	http://www.ctchocolates.com.ar/	ui_bubble_rating bubble_50	none	none	none
496	Kfc	none	#3.775 de 5.010 restaurantes en Buenos Aires	1 opinión	Av. Santa Fe 4607 Puente Pacífico, Buenos Aires C1425BHI Argentina	+54 9 11 4831-2840	http://www.kfc.com.ar/locales	ui_bubble_rating bubble_50	none	none	none
497	Sampa	Latina, Contemporánea, Bar de vinos, Argentina, Sudamericana	#3.777 de 5.010 restaurantes en Buenos Aires	1 opinión	Avenida Raul Scalabrini Ortiz 769, Buenos Aires C1414DNH Argentina	+54 9 11 5152-5425	http://www.sampa.com.ar/	ui_bubble_rating bubble_50	none	none	none
498	Pani Martinez	Desayuno, Almuerzo, Cena, Brunch	#3.779 de 5.010 restaurantes en Buenos Aires	1 opinión	Avenida Del Libertador 14169, Buenos Aires 1640 Argentina	+54 11 4828-2703	http://pani.com.ar/	ui_bubble_rating bubble_50	none	none	none
499	Mr. Miga Once	none	#3.788 de 5.010 restaurantes en Buenos Aires	7 opiniones	Avenida Rivadavia 2339, Buenos Aires C1034ACC Argentina	+54 11 4954-2232	http://www.mrmiga.com.ar/	ui_bubble_rating bubble_35	none	none	none
500	Pasta e Basta	Italiana	#3.798 de 5.010 restaurantes en Buenos Aires	3 opiniones	Av. Dr. Ignacio Arieta 1951, Buenos Aires 1754 Argentina	+54 11 4461-2226	http://pastaebasta16.wixsite.com/pasta-e-basta	ui_bubble_rating bubble_40	none	none	none
501	La Tina Bar	Pub con cerveza artesanal, Pizzería, Comida rápida, Pub, Gastropub	#3.799 de 5.010 restaurantes en Buenos Aires	4 opiniones	Uriarte 1838, Buenos Aires C1414DAV Argentina	5447759263	http://www.facebook.com/latinabarpalermo/	ui_bubble_rating bubble_40	none	none	none
502	Lucciano´s Ituzaingó	Bebidas	#3.804 de 5.010 restaurantes en Buenos Aires	3 opiniones	Santa Rosa 1494 Sarmiento, Buenos Aires 1714 Argentina	+54 11 3905-9243	http://www.luccianos.com.ar/	ui_bubble_rating bubble_35	none	none	none
503	Piani	Pub con cerveza artesanal, Pizzería, Pub	#3.814 de 5.010 restaurantes en Buenos Aires	8 opiniones	Bucarelli 2392, Buenos Aires 1431 Argentina	+54 11 4524-5313	https://www.piani.com.ar/	ui_bubble_rating bubble_35	none	none	none
504	Parrilla Mi Sueno	Almuerzo, Cena	#3.816 de 5.010 restaurantes en Buenos Aires	12 opiniones	Av. Hernan M. Giralt y Macacha Guemes, Buenos Aires C1427EDF Argentina	+54 11 4524-5313	none	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_40
505	Bocaccio Pizza Restaurant	Argentina, Italiana, Pizzería, Comida rápida, Parrillada, Sudamericana	#3.819 de 5.010 restaurantes en Buenos Aires	18 opiniones	Avenida Gaona 3999, Buenos Aires C1407FIB Argentina	+54 11 4671-5814	http://www.facebook.com/Bocaccio-Pizza-Floresta-408225505860463	ui_bubble_rating bubble_40	none	none	none
506	Baum Palermo	Pub con cerveza artesanal, Pub	#3.835 de 5.010 restaurantes en Buenos Aires	1 opinión	Jose Antonio Cabrera 4427, Buenos Aires 1426 Argentina	+54 11 4671-5814	http://www.cervezabaum.com/	ui_bubble_rating bubble_50	none	none	none
507	Codigo Rock Bar	none	#3.837 de 5.010 restaurantes en Buenos Aires	5 opiniones	Calle Beruti 3336 Local 17, Buenos Aires C1425BBR Argentina	+54 11 4821-3897	https://www.facebook.com/codigorockbar/	ui_bubble_rating bubble_40	none	none	none
508	Los Muchachos	none	#3.849 de 5.010 restaurantes en Buenos Aires	5 opiniones	Calle Aguero 2274, Buenos Aires C1425EHX Argentina	+54 11 4821-3897	none	ui_bubble_rating bubble_35	none	none	none
509	Luna Bar	Pub con cerveza artesanal, Bar, Comida rápida, Pub	#3.852 de 5.010 restaurantes en Buenos Aires	1 opinión	Paraná 925, Buenos Aires Argentina	+54 9 11 2756-1570	https://www.facebook.com/LunaBar_Ar-407285189875304/	ui_bubble_rating bubble_50	none	none	none
510	Festines Lunch	Comida rápida, Argentina, Sudamericana	#3.853 de 5.010 restaurantes en Buenos Aires	2 opiniones	Calle La Rioja 2084, Buenos Aires C1244ABR Argentina	+(54)4308-5010	http://www.festines.com.ar/venta-a-restaurantes/	ui_bubble_rating bubble_45	none	none	none
511	La Francisca	Argentina, Sudamericana	#3.862 de 5.010 restaurantes en Buenos Aires	1 opinión	Calle Cnel Niceto Vega 4712 entre Armenia y Malabia, Buenos Aires C1414BED Argentina	+54 11 4771-0172	https://www.facebook.com/lafranciscaferia/	ui_bubble_rating bubble_50	none	none	none
512	Kentucky	Comida para llevar, Entrega a domicilio, Asiento, Servicio de mesa	#3.863 de 5.010 restaurantes en Buenos Aires	34 opiniones	Avenida Triunvirato 4500, Buenos Aires C1431FBU Argentina	+54 11 4771-0172	http://www.pizzeriaskentucky.com/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
513	Cronos Resto Bar	none	#3.873 de 5.010 restaurantes en Buenos Aires	7 opiniones	Calle Estados Unidos 840 840, Buenos Aires C1101AAR Argentina	+54 11 4300-7481	http://www.cronosrestobar.com/	ui_bubble_rating bubble_35	none	none	none
514	Sublime Helados & Cafe	Argentina, Sudamericana	#3.874 de 5.010 restaurantes en Buenos Aires	4 opiniones	Echeverría 2599, Buenos Aires C1428DRS Argentina	+(54)4706-1111	https://www.facebook.com/sublimeheladoscafe/	ui_bubble_rating bubble_40	none	none	none
515	Corto Maltes Cafe-Bar	Pub con cerveza artesanal, Bar, Pizzería, Café, Pub, Argentina, Sudamericana	#3.880 de 5.010 restaurantes en Buenos Aires	1 opinión	Mario Bravo 1195, Buenos Aires 1425 Argentina	+54 11 3256-6674	http://www.facebook.com/Corto-Maltes	ui_bubble_rating bubble_50	none	none	none
516	La Rua Express	none	#3.884 de 5.010 restaurantes en Buenos Aires	7 opiniones	Calle Bonpland 1515, Buenos Aires C1414CMQ Argentina	+54 11 3256-6674	none	ui_bubble_rating bubble_35	none	none	none
517	Espacios Brunis Resto	Italiana, Bar, Café, Pub, Fusión, Argentina, Sudamericana	#3.894 de 5.010 restaurantes en Buenos Aires	1 opinión	Calle El Salvador 4968 Entre Thames y Jorge Luis Borges, Buenos Aires C1414BPP Argentina	+54 11 2632-3842	http://espaciobrunisresto.negocio.site/	ui_bubble_rating bubble_50	none	none	none
518	Liliana Helueni Especialidades Arabes	none	#3.895 de 5.010 restaurantes en Buenos Aires	6 opiniones	Calle Santiago Del Estero 244, Buenos Aires C1075AAF Argentina	4383-2440	none	ui_bubble_rating bubble_35	none	none	none
519	Pani Lacroze	Chilena, Italiana, Argentina	#3.898 de 5.010 restaurantes en Buenos Aires	9 opiniones	Avenida Federico Lacroze 2138 Entre 11 De Septiembre Y Villanueva, Buenos Aires C1426CPT Argentina	+54 11 5263-5213	https://www.pani.com.ar/index-en.php#4	ui_bubble_rating bubble_35	none	none	none
520	Malavuena	Pub con cerveza artesanal, Internacional, Española, Pub, Argentina, Sudamericana	#3.901 de 5.010 restaurantes en Buenos Aires	1 opinión	Calle Castro Barros 573 1er Piso Por Escaleras, Buenos Aires C1217ABA Argentina	+54 11 2255-0814	http://malavuena.com.ar/	ui_bubble_rating bubble_50	none	none	none
521	Puro Goyena Lunch & Drinks	Café	#3.902 de 5.010 restaurantes en Buenos Aires	1 opinión	Avenida Pedro Goyena 293, Buenos Aires C1424BSC Argentina	+54 11 2255-0814	https://www.facebook.com/Purogoyen4/	ui_bubble_rating bubble_50	none	none	none
522	Subway	Almuerzo, Cena	#3.903 de 5.010 restaurantes en Buenos Aires	22 opiniones	Avenida Rivadavia 5017 Village Caballito, Buenos Aires C1424CEF Argentina	+54 11 2255-0814	http://www.subwayargentina.com/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	none	none
523	Huey’s Cocktail Bar	Argentina, Sudamericana	#3.905 de 5.010 restaurantes en Buenos Aires	1 opinión	Av. Presidente Perón 8685, Buenos Aires 1714 Argentina	+54 11 3337-6641	none	ui_bubble_rating bubble_50	none	none	none
524	Bab Cocina Coreana	Parrillada, Asiática, Coreana, Argentina, Sudamericana	#3.919 de 5.010 restaurantes en Buenos Aires	8 opiniones	Ruperto Godoy, 758, Buenos Aires 1407 Argentina	+54 11 5309-5481	http://www.facebook.com/BABrestaurantecoreano/	ui_bubble_rating bubble_35	none	none	none
525	Ugi's	Comida para llevar, Entrega a domicilio	#3.920 de 5.010 restaurantes en Buenos Aires	21 opiniones	1320 Belgrano Avenue, Buenos Aires Argentina	+54 11 5309-5481	https://www.facebook.com/PizzaUgis/?fref=nf	ui_bubble_rating bubble_35	none	none	none
526	Tap Haus	Del Medio Oriente	#3.924 de 5.010 restaurantes en Buenos Aires	1 opinión	Calle Cnel Felix Bogado 4401, Buenos Aires C1183AAA Argentina	+54 11 5309-5481	http://www.tapmap.com.ar/	ui_bubble_rating bubble_50	none	none	none
527	Club Hobart	Pub con cerveza artesanal, Caribeña, Pizzería, Mariscos, Pub, Bahamense	#3.940 de 5.010 restaurantes en Buenos Aires	1 opinión	Godoy Cruz, 1585, Buenos Aires 1414 Argentina	+54 9 11 6534-0581	https://www.facebook.com/clubhobart/	ui_bubble_rating bubble_50	none	none	none
528	Bordo Pub	Argentina, Sudamericana	#3.944 de 5.010 restaurantes en Buenos Aires	1 opinión	Republica de la India 2895, Buenos Aires 1414 Argentina	+54 9 11 5094-4359	none	ui_bubble_rating bubble_50	none	none	none
529	Solo Empanadas	Comida para llevar, Entrega a domicilio	#3.946 de 5.010 restaurantes en Buenos Aires	31 opiniones	Barrio Norte Marcelo T. De Alvear 1493, Buenos Aires Argentina	4814-1818	http://www.soloempanadas.com/solo-empanadas-sucursales.html	ui_bubble_rating bubble_30	ui_bubble_rating bubble_20	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
530	Aguirre	Contemporánea, Argentina, Sudamericana	#3.950 de 5.010 restaurantes en Buenos Aires	3 opiniones	Calle Francisco de Aguirre 1570, Buenos Aires C1414ATF Argentina	+54 11 4854-7810	none	ui_bubble_rating bubble_40	none	none	none
531	Lo + Hot	Pizzería	#3.955 de 5.010 restaurantes en Buenos Aires	4 opiniones	Doctor A. Melo 4509 Entre Garay y Beltran, Buenos Aires 1823 Argentina	+54 11 4202-3727	http://www.pizzalomashot.com/	ui_bubble_rating bubble_35	none	none	none
532	CANA Wine Tasting Room	Argentina, Sudamericana	#3.956 de 5.010 restaurantes en Buenos Aires	1 opinión	Calle Olleros 1693, Buenos Aires C1426CRC Argentina	+54 11 4194-3756	http://cana.com.ar/	ui_bubble_rating bubble_50	none	none	none
533	Maldito Rock Bar	none	#3.964 de 5.010 restaurantes en Buenos Aires	4 opiniones	Calle Yatay 681, Buenos Aires C1184ADK Argentina	+54 9 11 5729-1437	http://www.facebook.com/malditobar	ui_bubble_rating bubble_40	none	none	none
534	3926 Resto Bar	Café, Pub, Gastropub, Argentina, Sudamericana	#3.966 de 5.010 restaurantes en Buenos Aires	1 opinión	Avenida Jorge Newbery 3926, Buenos Aires C1427EGS Argentina	+54 9 11 3241-0166	http://www.facebook.com/3926restobar	ui_bubble_rating bubble_50	none	none	none
535	Chiqui´s Food & Drinks	Bar, Comida rápida, Pub, Venezolana, Sudamericana	#3.969 de 5.010 restaurantes en Buenos Aires	6 opiniones	Calle El Salvador 4991 Entre thames y borges, Buenos Aires C1414BPO Argentina	+54 11 3787-0099	http://www.facebook.com/chiquisfooddrinks/	ui_bubble_rating bubble_45	none	none	none
536	Isobar	Internacional, Europea, Británica	#3.974 de 5.010 restaurantes en Buenos Aires	4 opiniones	Chile 524 Entre Peru y Bolivar, Buenos Aires Argentina	+54 11 3761-8892	none	ui_bubble_rating bubble_40	none	none	none
537	Wellbar	Saludable	#3.986 de 5.010 restaurantes en Buenos Aires	1 opinión	Calle Malabia 1682, Buenos Aires C1414DMH Argentina	+54 11 3982-2299	http://www.wellbar.restaurant/	ui_bubble_rating bubble_50	none	none	none
538	Green Day-Natural Market	Contemporánea	#4.005 de 5.010 restaurantes en Buenos Aires	1 opinión	Calle Juana Manso 1181, Buenos Aires C1107CBW Argentina	+54 9 11 4313-7912	https://www.facebook.com/greendaynm/	ui_bubble_rating bubble_50	none	none	none
539	Barú	Bar, Café, Comida rápida, Contemporánea, Pub, Argentina, Sudamericana	#4.012 de 5.010 restaurantes en Buenos Aires	1 opinión	Arcos 2831, Buenos Aires 1429 Argentina	+54 11 5355-8467	http://baru-bar-cafe.negocio.site/	ui_bubble_rating bubble_50	none	none	none
540	Testa	Café, Bar de vinos	#4.013 de 5.010 restaurantes en Buenos Aires	2 opiniones	Cap. Gral. Ramón Freire 1393, Buenos Aires Argentina	+54 11 3000-3623	none	ui_bubble_rating bubble_40	none	none	none
541	Almarina	Argentina, Sudamericana	#4.016 de 5.010 restaurantes en Buenos Aires	2 opiniones	Calle Defensa 1386, Buenos Aires C1143AAD Argentina	+54 11 3301-2031	http://www.facebook.com/AlmarinaSanTelmo/	ui_bubble_rating bubble_40	none	none	none
542	Café Martinez	Argentina	#4.032 de 5.010 restaurantes en Buenos Aires	3 opiniones	Hortiguera 309, Buenos Aires 1424 Argentina	+54 11 4988-0451	http://www.cafemartinez.com/	ui_bubble_rating bubble_35	none	none	none
543	Ragnar Beer Pub	Pub con cerveza artesanal, Comida rápida, Parrillada, Pub, Argentina, Sudamericana	#4.035 de 5.010 restaurantes en Buenos Aires	1 opinión	Calle Jorge Luis Borges 1655, Buenos Aires C1414DGA Argentina	+54 11 4078-6175	https://www.facebook.com/ragnarpalermo	ui_bubble_rating bubble_50	none	none	none
544	Villa Creps	Francesa, Bar, Comida rápida, Pub	#4.037 de 5.010 restaurantes en Buenos Aires	6 opiniones	Calle Francisco de Aguirre 601 Esquina Malabia, Buenos Aires C1414ASM Argentina	+54 11 2117-4439	http://www.facebook.com/villacreps	ui_bubble_rating bubble_45	none	none	none
545	Mr Jordan House	Estadounidense, Pub con cerveza artesanal, Bar, Comida rápida, Sushi, Pub	#4.042 de 5.010 restaurantes en Buenos Aires	3 opiniones	Avenida Emilio Castro 7224, Buenos Aires C1408IGW Argentina	+54 11 2125-7052	http://mrjordanoficial.wixsite.com/mrjordan	ui_bubble_rating bubble_35	none	none	none
546	Angelica Restaurante	Argentina, Sudamericana	#4.046 de 5.010 restaurantes en Buenos Aires	2 opiniones	Calle Gral Miguel de Azcuenaga 153, Buenos Aires C1029AAC Argentina	+54 11 4954-1439	none	ui_bubble_rating bubble_50	none	none	none
547	Ander Local Food	none	#4.048 de 5.010 restaurantes en Buenos Aires	4 opiniones	Avenida Callao 1823, Buenos Aires C1024AAE Argentina	+54 11 4515-0085	none	ui_bubble_rating bubble_35	none	none	none
548	Morita Recoleta	none	#4.056 de 5.010 restaurantes en Buenos Aires	5 opiniones	Aguero 2289, Buenos Aires Argentina	+54 11 4515-0085	http://empanadasmorita.com.ar/	ui_bubble_rating bubble_35	none	none	none
