name	cuisines	rank	nreviews	address	phone	website	score	food	service	value
Mango's Tropic	Caribeña, Comida rápida, Comida de calle, Argentina, Sudamericana	#3.489 de 5.004 restaurantes en Buenos Aires	2 opiniones	Calle Uruguay 95 Tribunales, Buenos Aires C1015ABA Argentina	+54 11 2382-2490	http://mangostropic.com/	ui_bubble_rating bubble_50			
Freddo Heladerìa		#3.495 de 5.004 restaurantes en Buenos Aires	13 opiniones	Calle Charcas 3401 esquina Bulnes, Buenos Aires C1425BMS Argentina	081033373336	http://freddo.com.ar/	ui_bubble_rating bubble_35			
Cerveceria Changüi	Cervecería, Comida rápida, Española, Pub	#3.499 de 5.004 restaurantes en Buenos Aires	3 opiniones	Bernardo de Yrigoyen 158, Buenos Aires 1024 Argentina	+54 11 4342-4380	http://www.facebook.com/cerveceriachangui	ui_bubble_rating bubble_40			
Los Mellizos	Argentina, Sudamericana	#3.502 de 5.004 restaurantes en Buenos Aires	3 opiniones	Avenida Gral Indalecio Chenaut 1795, Buenos Aires C1426DIA Argentina	+54 11 4772-3472	https://www.facebook.com/losmellizosoficial/	ui_bubble_rating bubble_45			
El Canario Rojo		#3.505 de 5.004 restaurantes en Buenos Aires	4 opiniones	Sanchez De Bustamante 730, Buenos Aires Argentina	+54 11 5028-7273	https://www.facebook.com/canariorojobar/	ui_bubble_rating bubble_45			
Mostaza		#3.510 de 5.004 restaurantes en Buenos Aires	4 opiniones	Florida 737 Galerías Pacífico, Buenos Aires Argentina	+54 11 4393-1871	http://www.mostazaweb.com.ar/	ui_bubble_rating bubble_40			
Mundo Salad	Sudamericana	#3.515 de 5.004 restaurantes en Buenos Aires	2 opiniones	Calle Esmeralda 179, Buenos Aires C1035ABC Argentina	+54 11 5218-4770	http://www.mundosalad.com.ar/	ui_bubble_rating bubble_45			
L'Artigiano Belgrano	Comida rápida, Contemporánea	#3.518 de 5.004 restaurantes en Buenos Aires	2 opiniones	Calle Moldes 1999 Esquina Echeverria Barrio de Belgrano, Buenos Aires C1428CRC Argentina	+54 11 4780-7680	http://lartigianosalumi.wixsite.com/lartigiano	ui_bubble_rating bubble_45			
Oliveira Cocina de Herencia	Desayuno, Brunch, Bebidas, Almuerzo, Cena	#3.520 de 5.004 restaurantes en Buenos Aires	2 opiniones	Borges 1975 Entre Soler y Nicaragua, Buenos Aires 1428 Argentina	+54 11 3973-3624	http://www.facebook.com/cocinaoliveira/	ui_bubble_rating bubble_50			
Che Bonche	Argentina, Venezolana, Sudamericana	#3.525 de 5.004 restaurantes en Buenos Aires	2 opiniones	José A Cabrera 4946, Buenos Aires 1427 Argentina	+54 11 5992-9612	https://www.facebook.com/cheboncherumba/	ui_bubble_rating bubble_45			
Paladares Vagabundos	Argentina, Sudamericana	#3.541 de 5.004 restaurantes en Buenos Aires	3 opiniones	Calle Mendez de Andes 1002, Buenos Aires C1405CVN Argentina	5444319974	http://paladaresvagabundos.blogspot.com.es/	ui_bubble_rating bubble_45			
Patagonia		#3.547 de 5.004 restaurantes en Buenos Aires	3 opiniones	Calle Arenales 2707, Buenos Aires C1425BEE Argentina	5444319974	http://www.cervezapatagonia.com.ar/	ui_bubble_rating bubble_40			
Biersal Cerveceria Artesanal	Wi-Fi gratis, Asiento, Acceso para silla de ruedas, Servicio de mesa	#3.550 de 5.004 restaurantes en Buenos Aires	12 opiniones	Avenida Salvador Maria Del Carril 2198 Villa Pueyrredon, Buenos Aires C1419GZN Argentina	+54 11 4572-2934	https://www.facebook.com/Biersalvp/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
Willie Reeb	Cervecería, Pub, Argentina, Sudamericana	#3.559 de 5.004 restaurantes en Buenos Aires	4 opiniones	Calle Serrano 698 Esquina Ramirez de Velasco, Buenos Aires C1414DEN Argentina	+54 9 11 4857-9323	https://www.facebook.com/williereeb/	ui_bubble_rating bubble_40			
Desarmadero Bar- Session		#3.565 de 5.004 restaurantes en Buenos Aires	5 opiniones	Calle Jose Ignacio Gorriti 4300 Esquina Lavalleja, Buenos Aires C1414BJB Argentina	+54 9 11 4857-9323		ui_bubble_rating bubble_40			
McDonald's	Almuerzo, Cena	#3.581 de 5.004 restaurantes en Buenos Aires	40 opiniones	Vicente Lopez 2050 Junin, Buenos Aires Argentina	+54 11 4808-0605	http://www.mcdonalds.com.ar/locales	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_25	ui_bubble_rating bubble_30
Chau Che Clú	Parrilla	#3.595 de 5.004 restaurantes en Buenos Aires	3 opiniones	Avenida Velez Sarsfield 222, Buenos Aires C1282AFP Argentina	+54 11 4808-0605	https://www.facebook.com/chaucheclu/	ui_bubble_rating bubble_45			
La Pasion		#3.599 de 5.004 restaurantes en Buenos Aires	4 opiniones	Avenida Alvarez Jonte 4600, Buenos Aires C1407GOZ Argentina	+54 11 4567-5697		ui_bubble_rating bubble_40			
El Viejo Hornito	Comida para llevar, Entrega a domicilio	#3.601 de 5.004 restaurantes en Buenos Aires	20 opiniones	Gorriti 4721, Buenos Aires Argentina	+54 11 4567-5697		ui_bubble_rating bubble_35	ui_bubble_rating bubble_25	ui_bubble_rating bubble_25	ui_bubble_rating bubble_25
Bruxx	Alemana, Cervecería, Pub, Argentina, Sudamericana	#3.608 de 5.004 restaurantes en Buenos Aires	9 opiniones	Calle Donado 1971, Buenos Aires C1430DRK Argentina	+54 11 3705-7242	http://www.facebook.com/soybruxx	ui_bubble_rating bubble_35			
Oda		#3.615 de 5.004 restaurantes en Buenos Aires	4 opiniones	Calle Libertad 1360, Buenos Aires C1016ABB Argentina	+54 11 4812-7302	http://www.odadeco.com/	ui_bubble_rating bubble_40			
Fuego Y Sabor	Churrasquería, Parrillada, Fusión, Argentina	#3.625 de 5.004 restaurantes en Buenos Aires	8 opiniones	Avenida Raul Scalabrini Ortiz 1537, Buenos Aires C1414DOC Argentina	+54 11 3144-7735	http://www.fuegoysabor.com.ar/	ui_bubble_rating bubble_40			
La Fábrica del Taco	Mexicana, Comida rápida	#3.635 de 5.004 restaurantes en Buenos Aires	11 opiniones	Carlos Calvo 491 Local 9, Buenos Aires 1104 Argentina	+54 9 11 4300-7712	http://lafabricadeltaco.com/	ui_bubble_rating bubble_30			
COVA Craft Beer	Cervecería, Bar, Pub, Gastropub	#3.638 de 5.004 restaurantes en Buenos Aires	7 opiniones	Calle Arevalo 1325, Buenos Aires C1414CQA Argentina	+54 9 11 3807-5469		ui_bubble_rating bubble_35	ui_bubble_rating bubble_45	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
Draken		#3.640 de 5.004 restaurantes en Buenos Aires	7 opiniones	Av. Regimiento de Patricios 1090 Esquina Gral. Gregorio Araoz De Lamadrid, Buenos Aires C1265AEQ Argentina	+54 9 11 3807-5469	https://www.facebook.com/Draken-240819486690246/	ui_bubble_rating bubble_35			
Frankie 400	Italiana, Argentina, Sudamericana, Café	#3.644 de 5.004 restaurantes en Buenos Aires	22 opiniones	Avenida Corrientes 5400, Buenos Aires C1414AJT Argentina	+54 11 4858-3999	https://frankie-400.com.ar/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
Tranquera 51	Café, Parrillada, Parrilla, Bar de vinos, Argentina, Sudamericana	#3.649 de 5.004 restaurantes en Buenos Aires	2 opiniones	Calle Malabia 1379, Buenos Aires C1414DMA Argentina	+54 9 11 4060-8182	https://tranquera51.negocio.site/	ui_bubble_rating bubble_45			
Sandwich Point	Almuerzo	#3.659 de 5.004 restaurantes en Buenos Aires	13 opiniones	Viamonte 347, Buenos Aires Argentina	+54 11 4314-2465	https://www.facebook.com/sandwichpoint	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
The Wrapée	Almuerzo, Cena, Abierto hasta tarde, Bebidas	#3.662 de 5.004 restaurantes en Buenos Aires	2 opiniones	Bonpland 1955, Palermo Hollywood Between Costa Rica and Nicaragua St, Buenos Aires C1414CMY Argentina	+54 11 4775-0495		ui_bubble_rating bubble_45			
Bowl	Desayuno, Almuerzo, Brunch, Bebidas	#3.674 de 5.004 restaurantes en Buenos Aires	5 opiniones	Calle Adolfo Alsina 1856 Congreso, Buenos Aires C1090AAB Argentina	+54 11 5050-0000	https://www.facebook.com/Bowlbuenosaires/	ui_bubble_rating bubble_50			
Hölle Cervecería	Cervecería, Pub	#3.685 de 5.004 restaurantes en Buenos Aires	9 opiniones	Calle Doblas 608, Buenos Aires C1424BLN Argentina	+54 11 5050-0000	https://www.facebook.com/hollecerveceria/	ui_bubble_rating bubble_35			
The Nim Bar	Argentina, Cervecería, Bar, Sudamericana	#3.686 de 5.004 restaurantes en Buenos Aires	51 opiniones	Calle Defensa 880 San Telmo, Buenos Aires C1065AAP Argentina	5443003205	http://www.thenimbar.com/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
Nueva York Bizarre	Bar, Café, Comida rápida, Pub	#3.688 de 5.004 restaurantes en Buenos Aires	4 opiniones	Nueva York 4154, Buenos Aires 1419 Argentina	+54 11 4502-5186		ui_bubble_rating bubble_40			
Falafel One		#3.691 de 5.004 restaurantes en Buenos Aires	8 opiniones	Araoz 587, Buenos Aires 1414 Argentina	+54 11 4502-5186	https://www.facebook.com/FALAFEL-ONE-262512873777897/	ui_bubble_rating bubble_35			
Forrest Gump		#3.698 de 5.004 restaurantes en Buenos Aires	5 opiniones	Avenida Federico Lacroze 2393, Buenos Aires C1426CPI Argentina	+54 11 4772-1490		ui_bubble_rating bubble_35			
PADI café&whisky	Argentina, Sudamericana	#3.705 de 5.004 restaurantes en Buenos Aires	3 opiniones	Avenida Corrientes 1660, Buenos Aires C1042AAP Argentina	+54 11 6320-5306	http://www.facebook.com/mariano.padi	ui_bubble_rating bubble_40			
Baghdad Las Mil Y Una Noche	Almuerzo, Cena	#3.707 de 5.004 restaurantes en Buenos Aires	7 opiniones	Avenida Corrientes 883 al lado del Teatro Gran Rex, Buenos Aires C1043AAI Argentina	+54 11 4393-4924		ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_30	ui_bubble_rating bubble_40
El Quebracho	Entrega a domicilio, Comida para llevar, Reservas	#3.715 de 5.004 restaurantes en Buenos Aires	28 opiniones	Avenida Corrientes 4390, Buenos Aires C1195AAP Argentina	4861-8788		ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
los amigos	Argentina	#3.737 de 5.004 restaurantes en Buenos Aires	23 opiniones	Calle Mexico 299, Buenos Aires C1097AAE Argentina	+(54)43429156	http://www.losamigosresto.com.ar/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
Pinali Gelato	Italiana	#3.749 de 5.004 restaurantes en Buenos Aires	2 opiniones	Avenida Salvador Maria Del Carril 2577, Buenos Aires C1419GZE Argentina	+(54)45723909	https://www.facebook.com/PinaliGelato/	ui_bubble_rating bubble_45			
Señoras Papas		#3.750 de 5.004 restaurantes en Buenos Aires	1 opinión	Amenabar 1800, Buenos Aires 1426 Argentina	+(54)45723909	http://sraspapas.com.ar/	ui_bubble_rating bubble_50			
La Chopperia Birra Y Pizza		#3.753 de 5.004 restaurantes en Buenos Aires	1 opinión	El Salvador 4801 Esquina Gurruchaga, Buenos Aires 1414 Argentina	+54 11 4831-6277	http://www.instagram.com/lachopperiaok/?hl=es-la	ui_bubble_rating bubble_50			
Cafe El Tokio	Argentina, Sudamericana	#3.761 de 5.004 restaurantes en Buenos Aires	2 opiniones	Tokio 2085-2099, Buenos Aires C1407DTA Argentina	+54 11 4831-6277		ui_bubble_rating bubble_45			
Catedral Bar	Bar, Pub, Argentina, Sudamericana	#3.766 de 5.004 restaurantes en Buenos Aires	2 opiniones	José Antonio Cabrera 5065, Buenos Aires C1414BGQ Argentina	+54 11 7368-3833		ui_bubble_rating bubble_40			
Saber de Sabor	Argentina, Sudamericana	#3.770 de 5.004 restaurantes en Buenos Aires	2 opiniones	Avenida Jujuy 1913, Buenos Aires C1247ABH Argentina	+54 11 4308-4327	https://www.facebook.com/Saberdesabor	ui_bubble_rating bubble_45			
CT chocolates	Francesa	#3.771 de 5.004 restaurantes en Buenos Aires	1 opinión	Calle Charcas 4103, Buenos Aires C1425BNG Argentina	+54 9 11 4831-2840	http://www.ctchocolates.com.ar/	ui_bubble_rating bubble_50			
Kfc		#3.774 de 5.004 restaurantes en Buenos Aires	1 opinión	Av. Santa Fe 4607 Puente Pacífico, Buenos Aires C1425BHI Argentina	+54 9 11 4831-2840	http://www.kfc.com.ar/locales	ui_bubble_rating bubble_50			
Sampa	Latina, Contemporánea, Bar de vinos, Argentina, Sudamericana	#3.776 de 5.004 restaurantes en Buenos Aires	1 opinión	Avenida Raul Scalabrini Ortiz 769, Buenos Aires C1414DNH Argentina	+54 9 11 5152-5425	http://www.sampa.com.ar/	ui_bubble_rating bubble_50			
Pani Martinez	Desayuno, Almuerzo, Cena, Brunch, Bebidas	#3.780 de 5.004 restaurantes en Buenos Aires	1 opinión	Avenida Del Libertador 14169, Buenos Aires 1640 Argentina	+54 11 4828-2703	http://pani.com.ar/	ui_bubble_rating bubble_50			
Mr. Miga Once		#3.787 de 5.004 restaurantes en Buenos Aires	7 opiniones	Avenida Rivadavia 2339, Buenos Aires C1034ACC Argentina	+54 11 4954-2232	http://www.mrmiga.com.ar/	ui_bubble_rating bubble_35			
Pasta e Basta	Italiana	#3.797 de 5.004 restaurantes en Buenos Aires	3 opiniones	Av. Dr. Ignacio Arieta 1951, Buenos Aires 1754 Argentina	+54 11 4461-2226	http://pastaebasta16.wixsite.com/pasta-e-basta	ui_bubble_rating bubble_40			
La Tina Bar	Cervecería, Pizzería, Comida rápida, Pub, Gastropub	#3.798 de 5.004 restaurantes en Buenos Aires	4 opiniones	Uriarte 1838, Buenos Aires C1414DAV Argentina	5447759263	http://www.facebook.com/latinabarpalermo/	ui_bubble_rating bubble_40			
Lucciano´s Ituzaingó	Bebidas	#3.802 de 5.004 restaurantes en Buenos Aires	3 opiniones	Santa Rosa 1494 Sarmiento, Buenos Aires 1714 Argentina	+54 11 3905-9243	http://www.luccianos.com.ar/	ui_bubble_rating bubble_35			
Piani	Cervecería, Pizzería, Pub	#3.812 de 5.004 restaurantes en Buenos Aires	8 opiniones	Bucarelli 2392, Buenos Aires 1431 Argentina	+54 11 4524-5313	https://www.piani.com.ar/	ui_bubble_rating bubble_35			
Bocaccio Pizza Restaurant	Argentina, Italiana, Pizzería, Comida rápida, Parrillada, Sudamericana	#3.814 de 5.004 restaurantes en Buenos Aires	18 opiniones	Avenida Gaona 3999, Buenos Aires C1407FIB Argentina	+54 11 4671-5814	http://www.facebook.com/Bocaccio-Pizza-Floresta-408225505860463	ui_bubble_rating bubble_40			
Parrilla Mi Sueno	Almuerzo, Cena	#3.815 de 5.004 restaurantes en Buenos Aires	12 opiniones	Av. Hernan M. Giralt y Macacha Guemes, Buenos Aires C1427EDF Argentina	+54 11 4671-5814		ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_40
Codigo Rock Bar		#3.831 de 5.004 restaurantes en Buenos Aires	5 opiniones	Calle Beruti 3336 Local 17, Buenos Aires C1425BBR Argentina	+54 11 4821-3897	https://www.facebook.com/codigorockbar/	ui_bubble_rating bubble_40			
Baum Palermo	Cervecería, Pub	#3.833 de 5.004 restaurantes en Buenos Aires	1 opinión	Jose Antonio Cabrera 4427, Buenos Aires 1426 Argentina	+54 11 4821-3897	http://www.cervezabaum.com/	ui_bubble_rating bubble_50			
Los Muchachos		#3.845 de 5.004 restaurantes en Buenos Aires	5 opiniones	Calle Aguero 2274, Buenos Aires C1425EHX Argentina	+54 11 4821-3897		ui_bubble_rating bubble_35			
Luna Bar	Cervecería, Bar, Comida rápida, Pub	#3.848 de 5.004 restaurantes en Buenos Aires	1 opinión	Paraná 925, Buenos Aires Argentina	+54 9 11 2756-1570	https://www.facebook.com/LunaBar_Ar-407285189875304/	ui_bubble_rating bubble_50			
Festines Lunch	Comida rápida, Argentina, Sudamericana	#3.849 de 5.004 restaurantes en Buenos Aires	2 opiniones	Calle La Rioja 2084, Buenos Aires C1244ABR Argentina	+(54)4308-5010	http://www.festines.com.ar/venta-a-restaurantes/	ui_bubble_rating bubble_45			
La Francisca	Argentina, Sudamericana	#3.858 de 5.004 restaurantes en Buenos Aires	1 opinión	Calle Cnel Niceto Vega 4712 entre Armenia y Malabia, Buenos Aires C1414BED Argentina	+54 11 4771-0172	https://www.facebook.com/lafranciscaferia/	ui_bubble_rating bubble_50			
Cronos Resto Bar		#3.867 de 5.004 restaurantes en Buenos Aires	7 opiniones	Calle Estados Unidos 840 840, Buenos Aires C1101AAR Argentina	+54 11 4300-7481	http://www.cronosrestobar.com/	ui_bubble_rating bubble_35			
Sublime Helados & Cafe	Argentina, Sudamericana	#3.871 de 5.004 restaurantes en Buenos Aires	4 opiniones	Echeverría 2599, Buenos Aires C1428DRS Argentina	+(54)4706-1111	https://www.facebook.com/sublimeheladoscafe/	ui_bubble_rating bubble_40			
Corto Maltes Cafe-Bar	Cervecería, Bar, Pizzería, Café, Pub, Argentina, Sudamericana	#3.875 de 5.004 restaurantes en Buenos Aires	1 opinión	Mario Bravo 1195, Buenos Aires 1425 Argentina	+54 11 3256-6674	http://www.facebook.com/Corto-Maltes	ui_bubble_rating bubble_50			
La Rua Express		#3.880 de 5.004 restaurantes en Buenos Aires	7 opiniones	Calle Bonpland 1515, Buenos Aires C1414CMQ Argentina	+54 11 3256-6674		ui_bubble_rating bubble_35			
Liliana Helueni Especialidades Arabes		#3.886 de 5.004 restaurantes en Buenos Aires	6 opiniones	Calle Santiago Del Estero 244, Buenos Aires C1075AAF Argentina	4383-2440		ui_bubble_rating bubble_35			
Espacios Brunis Resto	Italiana, Bar, Café, Pub, Fusión, Argentina, Sudamericana	#3.889 de 5.004 restaurantes en Buenos Aires	1 opinión	Calle El Salvador 4968 Entre Thames y Jorge Luis Borges, Buenos Aires C1414BPP Argentina	+54 11 2632-3842	http://espaciobrunisresto.negocio.site/	ui_bubble_rating bubble_50			
Malavuena	Cervecería, Internacional, Española, Pub, Argentina, Sudamericana	#3.894 de 5.004 restaurantes en Buenos Aires	1 opinión	Calle Castro Barros 573 1er Piso Por Escaleras, Buenos Aires C1217ABA Argentina	+54 11 2255-0814	http://malavuena.com.ar/	ui_bubble_rating bubble_50			
Subway	Almuerzo, Cena	#3.895 de 5.004 restaurantes en Buenos Aires	22 opiniones	Avenida Rivadavia 5017 Village Caballito, Buenos Aires C1424CEF Argentina	+54 11 2255-0814	http://www.subwayargentina.com/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35		
Huey’s Cocktail Bar	Argentina, Sudamericana	#3.897 de 5.004 restaurantes en Buenos Aires	1 opinión	Av. Presidente Perón 8685, Buenos Aires 1714 Argentina	+54 11 3337-6641		ui_bubble_rating bubble_50			
Ugi's	Comida para llevar, Entrega a domicilio	#3.909 de 5.004 restaurantes en Buenos Aires	21 opiniones	1320 Belgrano Avenue, Buenos Aires Argentina	+54 11 3337-6641	https://www.facebook.com/PizzaUgis/?fref=nf	ui_bubble_rating bubble_35			
Bab Cocina Coreana	Parrillada, Asiática, Coreana, Argentina, Sudamericana	#3.913 de 5.004 restaurantes en Buenos Aires	8 opiniones	Ruperto Godoy, 758, Buenos Aires 1407 Argentina	+54 11 5309-5481	http://www.facebook.com/BABrestaurantecoreano/	ui_bubble_rating bubble_35			
Tap Haus	Del Medio Oriente	#3.917 de 5.004 restaurantes en Buenos Aires	1 opinión	Calle Cnel Felix Bogado 4401, Buenos Aires C1183AAA Argentina	+54 11 5309-5481	http://www.tapmap.com.ar/	ui_bubble_rating bubble_50			
Club Hobart	Cervecería, Caribeña, Pizzería, Mariscos, Pub, Bahamense	#3.932 de 5.004 restaurantes en Buenos Aires	1 opinión	Godoy Cruz, 1585, Buenos Aires 1414 Argentina	+54 9 11 6534-0581	https://www.facebook.com/clubhobart/	ui_bubble_rating bubble_50			
Solo Empanadas	Entrega a domicilio, Comida para llevar	#3.933 de 5.004 restaurantes en Buenos Aires	31 opiniones	Barrio Norte Marcelo T. De Alvear 1493, Buenos Aires Argentina	4814-1818	http://www.soloempanadas.com/solo-empanadas-sucursales.html	ui_bubble_rating bubble_30	ui_bubble_rating bubble_20	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
Bordo Pub	Argentina, Sudamericana	#3.937 de 5.004 restaurantes en Buenos Aires	1 opinión	Republica de la India 2895, Buenos Aires 1414 Argentina	+54 9 11 5094-4359		ui_bubble_rating bubble_50			
Aguirre	Contemporánea, Argentina, Sudamericana	#3.943 de 5.004 restaurantes en Buenos Aires	3 opiniones	Calle Francisco de Aguirre 1570, Buenos Aires C1414ATF Argentina	+54 11 4854-7810		ui_bubble_rating bubble_40			
CANA Wine Tasting Room	Argentina, Sudamericana	#3.948 de 5.004 restaurantes en Buenos Aires	1 opinión	Calle Olleros 1693, Buenos Aires C1426CRC Argentina	+54 11 4194-3756	http://cana.com.ar/	ui_bubble_rating bubble_50			
Lo + Hot	Pizzería	#3.949 de 5.004 restaurantes en Buenos Aires	4 opiniones	Doctor A. Melo 4509 Entre Garay y Beltran, Buenos Aires 1823 Argentina	+54 11 4202-3727	http://www.pizzalomashot.com/	ui_bubble_rating bubble_35			
Chiqui´s Food & Drinks	Bar, Comida rápida, Pub, Venezolana, Sudamericana	#3.955 de 5.004 restaurantes en Buenos Aires	6 opiniones	Calle El Salvador 4991 Entre thames y borges, Buenos Aires C1414BPO Argentina	+54 11 3787-0099	http://www.facebook.com/chiquisfooddrinks/	ui_bubble_rating bubble_45			
